,p_title,price,stock,url,company,p_type,img_url
10,37.5 LB Set Color Change Plates,$139.99,Out of Stock,https://www.titan.fitness/strength/weight-plates//strength/weight-plates/specialty-plates/37.5-lb-set-color-change-plates/430250.html,Titan Fitness,Plates,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw8306b583/images/hi-res/Fitness/430250_01.jpg?sw=800&sh=800
11,245 LB Set Cast Iron Olympic Plates,$324.99,Out of Stock,https://www.titan.fitness/strength/weight-plates//strength/weight-plates/cast-iron-plates/245-lb-set-cast-iron-olympic-plates/430230.html,Titan Fitness,Plates,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw0ea53d11/images/hi-res/Fitness/430230_03.jpg?sw=800&sh=800
12,35 LB Single Cast Iron Olympic Plates,$54.99,Out of Stock,https://www.titan.fitness/strength/weight-plates//strength/weight-plates/cast-iron-plates/35-lb-single-cast-iron-olympic-plates/430231.html,Titan Fitness,Plates,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw5efc9a2e/images/hi-res/Fitness/430231_01.jpg?sw=800&sh=800
13,10 LB Pair Cast Iron Olympic Plates,$39.99,Out of Stock,https://www.titan.fitness/strength/weight-plates//strength/weight-plates/cast-iron-plates/10-lb-pair-cast-iron-olympic-plates/430210.2.html,Titan Fitness,Plates,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw6527e72e/images/hi-res/Fitness/430210_01.jpg?sw=800&sh=800
14,45 LB Single Cast Iron Olympic Plates,$64.99,Out of Stock,https://www.titan.fitness/strength/weight-plates//strength/weight-plates/cast-iron-plates/45-lb-single-cast-iron-olympic-plates/430232.2.html,Titan Fitness,Plates,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwf2fc703f/images/hi-res/Fitness/430232_01.jpg?sw=800&sh=800
15,25 KG Single Black Elite Olympic Bumper Plate,$129.99,Out of Stock,https://www.titan.fitness/strength/weight-plates//strength/weight-plates/bumper-plates/25-kg-single-black-elite-olympic-bumper-plate/430170.2.html,Titan Fitness,Plates,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwbe265c9e/images/hi-res/Fitness/430170.2_01.jpg?sw=800&sh=800
16,37.5 LB Set Black Change Plates,$134.99,Out of Stock,https://www.titan.fitness/strength/weight-plates//strength/weight-plates/specialty-plates/37.5-lb-set-black-change-plates/430238.2.html,Titan Fitness,Plates,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw8f34cd5b/images/hi-res/Fitness/430238_01.jpg?sw=800&sh=800
17,2.5 KG Pair Black Change Plates,$44.99,Out of Stock,https://www.titan.fitness/strength/weight-plates//strength/weight-plates/specialty-plates/2.5-kg-pair-black-change-plates/430244.2.html,Titan Fitness,Plates,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw90d8831c/images/hi-res/Fitness/430244.2_01.jpg?sw=800&sh=800
18,5 LB Pair Cast Iron Olympic Plates,$29.99,Out of Stock,https://www.titan.fitness/strength/weight-plates//strength/weight-plates/cast-iron-plates/5-lb-pair-cast-iron-olympic-plates/430209.2.html,Titan Fitness,Plates,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw7fde4049/images/hi-res/Fitness/430209_01.jpg?sw=800&sh=800
19,Elite Color Bumper Plate – 35 lb. Single,$109.99,Out of Stock,https://www.titan.fitness/strength/weight-plates//strength/weight-plates/bumper-plates/elite-color-bumper-plate-%E2%80%93-35-lb.-single/430183.2.html,Titan Fitness,Plates,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw5df099ec/images/hi-res/Fitness/430183.2_01.jpg?sw=800&sh=800
